Species,Order,Family,Genus,EADDC,BDT C,UDT
Spodoptera frugiperda,Lepidoptera,Noctuidae,Spodoptera,527.8,7.6,
Spodoptera frugiperda,Lepidoptera,Noctuidae,Spodoptera,492.6,7.7,
Spodoptera frugiperda,Lepidoptera,Noctuidae,Spodoptera,470.2,8.6,
Spodoptera frugiperda,Lepidoptera,Noctuidae,Spodoptera,461.7,8.6,
Spodoptera frugiperda,Lepidoptera,Noctuidae,Spodoptera,378.3,11.3,
Spodoptera frugiperda,Lepidoptera,Noctuidae,Spodoptera,, ,
Spodoptera frugiperda,Lepidoptera,Noctuidae,Spodoptera,, ,
Spodoptera frugiperda,Lepidoptera,Noctuidae,Spodoptera,, ,
Spodoptera frugiperda,Lepidoptera,Noctuidae,Spodoptera,, ,
Spodoptera frugiperda,Lepidoptera,Noctuidae,Spodoptera,, ,
Spodoptera frugiperda,Lepidoptera,Noctuidae,Spodoptera,, ,
Spodoptera frugiperda,Lepidoptera,Noctuidae,Spodoptera,, ,
Spodoptera frugiperda,Lepidoptera,Noctuidae,Spodoptera,, ,
Spodoptera littoralis,Lepidoptera,Noctuidae,Spodoptera,484.2,11.4,
Spodoptera littoralis,Lepidoptera,Noctuidae,Spodoptera,524.7,11.6,
Spodoptera littoralis,Lepidoptera,Noctuidae,Spodoptera,254.8,11.7,
Spodoptera littoralis,Lepidoptera,Noctuidae,Spodoptera,257.4,11.9,
Spodoptera littoralis,Lepidoptera,Noctuidae,Spodoptera,223.7,12.6,
Spodoptera littoralis,Lepidoptera,Noctuidae,Spodoptera,225.3,12.9,
Spodoptera littoralis,Lepidoptera,Noctuidae,Spodoptera,,12.65,
Spodoptera littoralis,Lepidoptera,Noctuidae,Spodoptera,431.6,11,
Spodoptera littoralis,Lepidoptera,Noctuidae,Spodoptera,419.9,12.6,
Spodoptera littoralis,Lepidoptera,Noctuidae,Spodoptera,375.6,14.8,
Spodoptera littoralis,Lepidoptera,Noctuidae,Spodoptera,, ,
Spodoptera littoralis,Lepidoptera,Noctuidae,Spodoptera,, ,
Spodoptera littoralis,Lepidoptera,Noctuidae,Spodoptera,, ,
Spodoptera littoralis,Lepidoptera,Noctuidae,Spodoptera,, ,
Spodoptera littoralis,Lepidoptera,Noctuidae,Spodoptera,, ,
Spodoptera litura,Lepidoptera,Noctuidae,Spodoptera,, ,
Spodoptera litura,Lepidoptera,Noctuidae,Spodoptera,, ,
Spodoptera litura,Lepidoptera,Noctuidae,Spodoptera,, ,
Spodoptera litura,Lepidoptera,Noctuidae,Spodoptera,, ,
Spodoptera litura,Lepidoptera,Noctuidae,Spodoptera,, ,
Spodoptera litura,Lepidoptera,Noctuidae,Spodoptera,,10,
Spodoptera litura,Lepidoptera,Noctuidae,Spodoptera,470.4,11,
Spodoptera litura,Lepidoptera,Noctuidae,Spodoptera,479.9,12,
Spodoptera litura,Lepidoptera,Noctuidae,Spodoptera,, ,
Spodoptera litura,Lepidoptera,Noctuidae,Spodoptera,, ,
Spodoptera litura,Lepidoptera,Noctuidae,Spodoptera,502.7,10.5,
Spodoptera litura,Lepidoptera,Noctuidae,Spodoptera,459.2,11.2,
Spodoptera litura,Lepidoptera,Noctuidae,Spodoptera,522.7,10.54,37
Spodoptera litura,Lepidoptera,Noctuidae,Spodoptera,487.5,11.5,
Syngrapha falcifera,Lepidoptera,Noctuidae,Syngrapha,,8.3,32.6
Trichoplusia ni,Lepidoptera,Noctuidae,Trichoplusia,342.7,11,
Trichoplusia ni,Lepidoptera,Noctuidae,Trichoplusia,, ,
Trichoplusia ni,Lepidoptera,Noctuidae,Trichoplusia,, ,
Trichoplusia ni,Lepidoptera,Noctuidae,Trichoplusia,, ,
Trichoplusia ni,Lepidoptera,Noctuidae,Trichoplusia,394.4,10.1,
Trichoplusia ni,Lepidoptera,Noctuidae,Trichoplusia,331.6,12.3,
Trichoplusia ni,Lepidoptera,Noctuidae,Trichoplusia,332.9,12.6,
Trichoplusia ni,Lepidoptera,Noctuidae,Trichoplusia,, ,
Trichoplusia orichalcea,Lepidoptera,Noctuidae,Trichoplusia,, ,
Trichoplusia orichalcea,Lepidoptera,Noctuidae,Trichoplusia,, ,
Trichoplusia orichalcea,Lepidoptera,Noctuidae,Trichoplusia,, ,
Trichoplusia orichalcea,Lepidoptera,Noctuidae,Trichoplusia,, ,
Uraba lugens,Lepidoptera,Noctuidae,Uraba,, ,
Uraba lugens,Lepidoptera,Noctuidae,Uraba,, ,
Uraba lugens,Lepidoptera,Noctuidae,Uraba,, ,
Xestia c-nigrum,Lepidoptera,Noctuidae,Xestia,, ,
Heterocampa guttivitta,Lepidoptera,Notodontidae,Heterocampa,, ,
Heterocampa guttivitta,Lepidoptera,Notodontidae,Heterocampa,, ,
Quadricalcarifera punctatella,Lepidoptera,Notodontidae,Quadricalcarifera,, ,
Quadricalcarifera punctatella,Lepidoptera,Notodontidae,Quadricalcarifera,, ,
Aglais urticae,Lepidoptera,Nymphalidae,Aglais,302.8,10.6,
Argyreus hyperbius,Lepidoptera,Nymphalidae,Argyreus,480,10,
Danaus chrysippus,Lepidoptera,Nymphalidae,Danaus,,,
Danaus plexippus,Lepidoptera,Nymphalidae,Danaus,,,
Inachis io,Lepidoptera,Nymphalidae,Inachis,420.6,9.2,
Junonia villida,Lepidoptera,Nymphalidae,Junonia,,,
Junonia villida,Lepidoptera,Nymphalidae,Junonia,,,
Mycalesis perseus perseus,Lepidoptera,Nymphalidae,Mycalesis,,,
Mycalesis sirius sirius,Lepidoptera,Nymphalidae,Mycalesis,,,
Mycalesis terminus terminus,Lepidoptera,Nymphalidae,Mycalesis,,,
Polygonia c-album,Lepidoptera,Nymphalidae,Polygonia,411.8,6.7,
Vanessa atalanta,Lepidoptera,Nymphalidae,Vanessa,413.4,7.3,
Vanessa kershawi,Lepidoptera,Nymphalidae,Vanessa,, ,
Vanessa kershawi,Lepidoptera,Nymphalidae,Vanessa,, ,
Eucosoma sonomana,Lepidoptera,Olethreutidae,Eucosoma,,5.5,
Eucosoma sonomana,Lepidoptera,Olethreutidae,Eucosoma,,5.5,
Papilio demoleus,Lepidoptera,Papilionidae,Papilio,,,
Papilio glaucus,Lepidoptera,Papilionidae,Papilio,, ,
Papilio glaucus,Lepidoptera,Papilionidae,Papilio,, ,
Papilio protenor demetrius,Lepidoptera,Papilionidae,Papilio,553.8,10,
Papilio protenor liukiuensis,Lepidoptera,Papilionidae,Papilio,593.3,9.5,
Elasmopalpus lignosellus,Lepidoptera,Phycitidae,Elasmopalpus,,,
Delias nigrina,Lepidoptera,Pieridae,Delias,, ,
Pieris brassicae,Lepidoptera,Pieridae,Pieris,,,
Pieris brassicae,Lepidoptera,Pieridae,Pieris,468,7.9,
Pieris rapae,Lepidoptera,Pieridae,Pieris,319.7,10,
Pieris rapae,Lepidoptera,Pieridae,Pieris,, ,
Pieris rapae,Lepidoptera,Pieridae,Pieris,, ,
Pieris rapae,Lepidoptera,Pieridae,Pieris,, ,
Pieris rapae,Lepidoptera,Pieridae,Pieris,,,
Homadaula anisocentra,Lepidoptera,Plutellidae,Homadaula,348.4,13.8,
Plutella xylostella,Lepidoptera,Plutellidae,Plutella,293,7.3,
Plutella xylostella,Lepidoptera,Plutellidae,Plutella,299.67,8.85,
Plutella xylostella,Lepidoptera,Plutellidae,Plutella,352.7,7.3,
Plutella xylostella,Lepidoptera,Plutellidae,Plutella,283,7.3,
Plutella xylostella,Lepidoptera,Plutellidae,Plutella,277.8,7.6,
Plutella xylostella,Lepidoptera,Plutellidae,Plutella,,7.5,
Plutella xylostella,Lepidoptera,Plutellidae,Plutella,268.2,7.4,39
Plutella xylostella,Lepidoptera,Plutellidae,Plutella,263,7.35,
Plutella xylostella,Lepidoptera,Plutellidae,Plutella,313,7.4,
Plutella xylostella,Lepidoptera,Plutellidae,Plutella,294,7.5,
Plutella xylostella,Lepidoptera,Plutellidae,Plutella,250,8.6,
Plutella xylostella,Lepidoptera,Plutellidae,Plutella,229,9.5,
Plutella xylostella,Lepidoptera,Plutellidae,Plutella,281.3,7.5,
Plutella xylostella,Lepidoptera,Plutellidae,Plutella,286,7.5,
Plutella xylostella,Lepidoptera,Plutellidae,Plutella,257.1,8.4,
Plutella xylostella,Lepidoptera,Plutellidae,Plutella,255.3,8.5,
Plutella xylostella,Lepidoptera,Plutellidae,Plutella,244.7,9,
Plutella xylostella,Lepidoptera,Plutellidae,Plutella,238.6,9.3,
Plutella xylostella,Lepidoptera,Plutellidae,Plutella,228.6,9.5,
Plutella xylostella,Lepidoptera,Plutellidae,Plutella,226.6,9.7,
Plutella xylostella,Lepidoptera,Plutellidae,Plutella,273.2,8.7,
Plutella xylostella,Lepidoptera,Plutellidae,Plutella,246.5,9.9,
Platyptilia carduidactyla,Lepidoptera,Pterophoridae,Platyptilia,476.2,7,25
Platyptilia carduidactyla,Lepidoptera,Pterophoridae,Platyptilia,502.5,7,25
Acrobasis nuxvorella,Lepidoptera,Pyralidae,Acrobasis,,3.3,
Acrobasis nuxvorella,Lepidoptera,Pyralidae,Acrobasis,, ,
Acrobasis nuxvorella,Lepidoptera,Pyralidae,Acrobasis,,3.3,
Amyelois transitella,Lepidoptera,Pyralidae,Amyelois,, ,
Amyelois transitella,Lepidoptera,Pyralidae,Amyelois,, ,
Amyelois transitella,Lepidoptera,Pyralidae,Amyelois,, ,
Amyelois transitella,Lepidoptera,Pyralidae,Amyelois,, ,
Amyelois transitella,Lepidoptera,Pyralidae,Amyelois,,,
Amyelois transitella,Lepidoptera,Pyralidae,Amyelois,607,12.8,34.4
Amyelois transitella,Lepidoptera,Pyralidae,Amyelois,410,12.8,34.4
Amyelois transitella,Lepidoptera,Pyralidae,Amyelois,425.5,12.8,34.4
Amyelois transitella,Lepidoptera,Pyralidae,Amyelois,623,12.8,34.4
Amyelois transitella,Lepidoptera,Pyralidae,Amyelois,, ,
Cadra calidella,Lepidoptera,Pyralidae,Cadra,716.2,19.2,
Cadra calidella,Lepidoptera,Pyralidae,Cadra,462.5,21.4,
Cadra calidella,Lepidoptera,Pyralidae,Cadra,,,
Cadra cautella,Lepidoptera,Pyralidae,Cadra,495.6,12.8,
Cadra cautella,Lepidoptera,Pyralidae,Cadra,1388.2,11.52,
Cadra cautella,Lepidoptera,Pyralidae,Cadra,1414.6,11.9,
Cadra cautella,Lepidoptera,Pyralidae,Cadra,1073.26,13.05,
Cadra cautella,Lepidoptera,Pyralidae,Cadra,925.01,13.17,
Cadra cautella,Lepidoptera,Pyralidae,Cadra,775,14.07,
Cadra cautella,Lepidoptera,Pyralidae,Cadra,729.7,14.1,
Cnaphalocrocis medinalis,Lepidoptera,Pyralidae,Cnaphalocrocis,327,13.2,
Corcyra cephalonica,Lepidoptera,Pyralidae,Corcyra,583.3,13.5,
Crambus pascuellus floridus,Lepidoptera,Pyralidae,Crambus,,,
Crambus trisectus,Lepidoptera,Pyralidae,Crambus,629.8,13.2,
Diaphania indica,Lepidoptera,Pyralidae,Diaphania,294.1,13.53,
Diaphania nitidalis,Lepidoptera,Pyralidae,Diaphania,380.1,11.5,
Diatraea grandiosella,Lepidoptera,Pyralidae,Diatraea,737.7,9.8,
Diatraea lineolata,Lepidoptera,Pyralidae,Diatraea,802.2,9.8,
Diatraea lineolata,Lepidoptera,Pyralidae,Diatraea,742.4,10.7,
Diatraea lineolata,Lepidoptera,Pyralidae,Diatraea,701.9,11.3,
Diatraea lineolata,Lepidoptera,Pyralidae,Diatraea,868,8.5,
Diatraea saccharalis,Lepidoptera,Pyralidae,Diatraea,475.9,13.5,
Diatraea saccharalis,Lepidoptera,Pyralidae,Diatraea,431.4,14.1,
Dioryctria amatella,Lepidoptera,Pyralidae,Dioryctria,,,
Dioryctria amatella,Lepidoptera,Pyralidae,Dioryctria,, ,
Ectomyelois ceratoniae,Lepidoptera,Pyralidae,Ectomyelois,441.6,10.6,
Eldana saccharina,Lepidoptera,Pyralidae,Eldana,1054.48,7.94,
Eldana saccharina,Lepidoptera,Pyralidae,Eldana,, ,
Ephestia calidella,Lepidoptera,Pyralidae,Ephestia,,10.5,
Ephestia calidella,Lepidoptera,Pyralidae,Ephestia,582.8,9.8,
Ephestia cautella,Lepidoptera,Pyralidae,Ephestia,461.7,12.2,
Ephestia cautella,Lepidoptera,Pyralidae,Ephestia,478.8,12.4,
Ephestia cautella,Lepidoptera,Pyralidae,Ephestia,, ,
Ephestia elutella,Lepidoptera,Pyralidae,Ephestia,, ,
Ephestia elutella,Lepidoptera,Pyralidae,Ephestia,616,11.3,
Ephestia elutella,Lepidoptera,Pyralidae,Ephestia,555.3,13.1,
Ephestia figuliella,Lepidoptera,Pyralidae,Ephestia,, ,
Ephestia figuliella,Lepidoptera,Pyralidae,Ephestia,855,10.4,
Ephestia figuliella,Lepidoptera,Pyralidae,Ephestia,,,
Ephestia kuehniella,Lepidoptera,Pyralidae,Ephestia,, ,
Ephestia kuehniella,Lepidoptera,Pyralidae,Ephestia,624.6,10.5,
Ephestia kuehniella,Lepidoptera,Pyralidae,Ephestia,607.8,10.9,
Ephestia kuehniella,Lepidoptera,Pyralidae,Ephestia,1479.7,7.3,
Ephestia kuehniella,Lepidoptera,Pyralidae,Ephestia,1333.7,9.4,
Euzopherodes vapidella,Lepidoptera,Pyralidae,Euzopherodes,522.02,9.21,
Homoeosoma electellum,Lepidoptera,Pyralidae,Homoeosoma,,13.3,
Homoeosoma electellum,Lepidoptera,Pyralidae,Homoeosoma,,15.3,
Hypsipyla grandella,Lepidoptera,Pyralidae,Hypsipyla,615.8,9.45,
Chrysoteuchia topiaria,Lepidoptera,Pyralidae,Chrysoteuchia,,,
Chrysoteuchia topiaria,Lepidoptera,Pyralidae,Chrysoteuchia,955.5,9.36,
Nomophila nearctica,Lepidoptera,Pyralidae,Nomophila,528.3,10.9,
Ostrinia furnacalis,Lepidoptera,Pyralidae,Ostrinia,539.91,10.39,32
Ostrinia mubitalis,Lepidoptera,Pyralidae,Ostrinia,,,
Ostrinia mubitalis,Lepidoptera,Pyralidae,Ostrinia,, ,
Ostrinia mubitalis,Lepidoptera,Pyralidae,Ostrinia,, ,
Ostrinia mubitalis,Lepidoptera,Pyralidae,Ostrinia,, ,
Ostrinia nubilalis,Lepidoptera,Pyralidae,Ostrinia,, ,
Ostrinia nubilalis,Lepidoptera,Pyralidae,Ostrinia,, ,
Ostrinia nubilalis,Lepidoptera,Pyralidae,Ostrinia,,10,35
Ostrinia nubilalis,Lepidoptera,Pyralidae,Ostrinia,, ,
Ostrinia nubilalis,Lepidoptera,Pyralidae,Ostrinia,, ,
Ostrinia nubilalis,Lepidoptera,Pyralidae,Ostrinia,, ,
Ostrinia nubilalis,Lepidoptera,Pyralidae,Ostrinia,,10,
Ostrinia nubilalis,Lepidoptera,Pyralidae,Ostrinia,, ,
Ostrinia nubilalis,Lepidoptera,Pyralidae,Ostrinia,396.6,12.1,
Ostrinia nubilalis,Lepidoptera,Pyralidae,Ostrinia,480,10.5,
Ostrinia nubilalis,Lepidoptera,Pyralidae,Ostrinia,,10,
Plodia interpunctella,Lepidoptera,Pyralidae,Plodia,513,10.6,
Plodia interpunctella,Lepidoptera,Pyralidae,Plodia,458.8,12.1,
Plodia interpunctella,Lepidoptera,Pyralidae,Plodia,,14.2,34
Plodia interpunctella,Lepidoptera,Pyralidae,Plodia,344,18,35
Plodia interpunctella,Lepidoptera,Pyralidae,Plodia,268.2,16.7,35
Plodia interpunctella,Lepidoptera,Pyralidae,Plodia,358.6,17.5,35
Plodia interpunctella,Lepidoptera,Pyralidae,Plodia,402.9,18,35
Plodia interpunctella,Lepidoptera,Pyralidae,Plodia,458.4,13,
Plodia interpunctella,Lepidoptera,Pyralidae,Plodia,,,
Plodia interpunctella,Lepidoptera,Pyralidae,Plodia,,,
Plodia interpunctella,Lepidoptera,Pyralidae,Plodia,,,
Plodia interpunctella,Lepidoptera,Pyralidae,Plodia,,,
Plodia interpunctella,Lepidoptera,Pyralidae,Plodia,414.5,12.2,
Plodia interpunctella,Lepidoptera,Pyralidae,Plodia,316.7,14.4,
Pyrausta panopealis,Lepidoptera,Pyralidae,Pyrausta,315.2,13.1,
Scirpophaga incertulas,Lepidoptera,Pyralidae,Scirpophaga,516,11.81,
Scirpophaga incertulas,Lepidoptera,Pyralidae,Scirpophaga,, ,
Scirpophaga innotata,Lepidoptera,Pyralidae,Scirpophaga,594.6,10.82,
Spoladea recurvalis,Lepidoptera,Pyralidae,Spoladea,313.6,11.6,
Udea ferrugalis,Lepidoptera,Pyralidae,Udea,305,12.56,
Attacus ricini,Lepidoptera,Saturniidae,Attacus,1005.6,7,
Attacus ricini,Lepidoptera,Saturniidae,Attacus,, ,
Attacus ricini,Lepidoptera,Saturniidae,Attacus,, ,
Attacus ricini,Lepidoptera,Saturniidae,Attacus,, ,
Attacus ricini,Lepidoptera,Saturniidae,Attacus,, ,
Attacus ricini,Lepidoptera,Saturniidae,Attacus,, ,
Attacus ricini,Lepidoptera,Saturniidae,Attacus,, ,
Attacus ricini,Lepidoptera,Saturniidae,Attacus,, ,
Attacus ricini,Lepidoptera,Saturniidae,Attacus,, ,
Attacus ricini,Lepidoptera,Saturniidae,Attacus,, ,
Attacus ricini,Lepidoptera,Saturniidae,Attacus,, ,
Attacus ricini,Lepidoptera,Saturniidae,Attacus,, ,
Attacus ricini,Lepidoptera,Saturniidae,Attacus,, ,
Attacus ricini,Lepidoptera,Saturniidae,Attacus,, ,
Hemileuca oliviae,Lepidoptera,Saturniidae,Hemileuca,317,12.5,
Hyalophora cecropia,Lepidoptera,Saturniidae,Hyalophora,, ,
Hyalophora cecropia,Lepidoptera,Saturniidae,Hyalophora,, ,
Podosesia syringae,Lepidoptera,Sesiidae,Podosesia,,10,
Synanthedon exitiosa,Lepidoptera,Sesiidae,Synanthedon,,10,31
Vitacea polistiformis,Lepidoptera,Sesiidae,Vitacea,, ,
Manduca quinquemaculata,Lepidoptera,Sphingidae,Manduca,,10,
Manduca sexta,Lepidoptera,Sphingidae,Manduca,,10,
Dasyses rugosella,Lepidoptera,Tineidae,Dasyses,661.18,14.9,
Adoxophyes orana,Lepidoptera,Tortricidae,Adoxophyes,,,
Adoxophyes orana,Lepidoptera,Tortricidae,Adoxophyes,,,
Adoxophyes orana,Lepidoptera,Tortricidae,Adoxophyes,,,
Adoxophyes orana,Lepidoptera,Tortricidae,Adoxophyes,,,
Adoxophyes orana,Lepidoptera,Tortricidae,Adoxophyes,, ,
Adoxophyes orana,Lepidoptera,Tortricidae,Adoxophyes,501.7,6.81,
Ancylis comptana,Lepidoptera,Tortricidae,Ancylis,415.4,10.5,
Ancylis comptana,Lepidoptera,Tortricidae,Ancylis,411.8,10.6,
Ancylis comptana,Lepidoptera,Tortricidae,Ancylis,391.3,10.7,
Ancylis comptana,Lepidoptera,Tortricidae,Ancylis,, ,
Argyrotaenia citrana,Lepidoptera,Tortricidae,Argyrotaenia,646.1,6.1,25.6
Argyrotaenia pulchellana,Lepidoptera,Tortricidae,Argyrotaenia,532.3,8.5,
Argyrotaenia sphaleropa,Lepidoptera,Tortricidae,Argyrotaenia,473.3,11,
Argyrotaenia velutinana,Lepidoptera,Tortricidae,Argyrotaenia,697.1,8,
Argyrotaenia velutinana,Lepidoptera,Tortricidae,Argyrotaenia,649,8.1,
Argyrotaenia velutinana,Lepidoptera,Tortricidae,Argyrotaenia,611.4,8.2,
Argyrotaenia velutinana,Lepidoptera,Tortricidae,Argyrotaenia,696.5,8,
Argyrotaenia velutinana,Lepidoptera,Tortricidae,Argyrotaenia,610.9,8.2,
Archips argyrospilus,Lepidoptera,Tortricidae,Archips,, ,
Cacoecimorpha pronubana,Lepidoptera,Tortricidae,Cacoecimorpha,665.2,8.8,
Cochylis hospes,Lepidoptera,Tortricidae,Cochylis,737.6,8.6,
Crocidosema plebejana,Lepidoptera,Tortricidae,Crocidosema,391.4,11,
Crocidosema plebejana,Lepidoptera,Tortricidae,Crocidosema,369.1,11.2,
Crocidosema plebejana,Lepidoptera,Tortricidae,Crocidosema,,,
Croesia curvalana,Lepidoptera,Tortricidae,Croesia,, ,
Cryptophlebia illepida,Lepidoptera,Tortricidae,Cryptophlebia,460.4,10.2,25.9
Cryptophlebia leucotreta,Lepidoptera,Tortricidae,Cryptophlebia,, ,
Cryptophlebia leucotreta,Lepidoptera,Tortricidae,Cryptophlebia,, ,
Cryptophlebia leucotreta,Lepidoptera,Tortricidae,Cryptophlebia,, ,
Cryptophlebia leucotreta,Lepidoptera,Tortricidae,Cryptophlebia,405,12,40
Ctenopseustis obliquana,Lepidoptera,Tortricidae,Ctenopseustis,840.56,6.07,
Cydia latiferreana,Lepidoptera,Tortricidae,Cydia,,10.55,
Cydia nigricana,Lepidoptera,Tortricidae,Cydia,, ,
Cydia pomonella,Lepidoptera,Tortricidae,Cydia,,10,30
Cydia pomonella,Lepidoptera,Tortricidae,Cydia,588.9,10,31.1
Cydia pomonella,Lepidoptera,Tortricidae,Cydia,,10,32.2
Cydia pomonella,Lepidoptera,Tortricidae,Cydia,,10,
Cydia pomonella,Lepidoptera,Tortricidae,Cydia,575,11.1,27.8
Cydia pomonella,Lepidoptera,Tortricidae,Cydia,, ,
Cydia pomonella,Lepidoptera,Tortricidae,Cydia,,10,31.1
Cydia pomonella,Lepidoptera,Tortricidae,Cydia,814.7,4.6,
Cydia pomonella,Lepidoptera,Tortricidae,Cydia,, ,
Cydia pomonella,Lepidoptera,Tortricidae,Cydia,,10,31
Cydia pomonella,Lepidoptera,Tortricidae,Cydia,,10.3,
Cydia pomonella,Lepidoptera,Tortricidae,Cydia,,10,
Cydia pomonella,Lepidoptera,Tortricidae,Cydia,, ,
Cydia pomonella,Lepidoptera,Tortricidae,Cydia,, ,
Cydia pomonella,Lepidoptera,Tortricidae,Cydia,,10,
Cydia pomonella,Lepidoptera,Tortricidae,Cydia,,10,
Cydia pomonella,Lepidoptera,Tortricidae,Cydia,,11.1,34.4
Cydia pomonella,Lepidoptera,Tortricidae,Cydia,451.8,12.9,
Cydia pomonella,Lepidoptera,Tortricidae,Cydia,,10,31.1
Cydia pomonella,Lepidoptera,Tortricidae,Cydia,,10,31
Cydia pomonella,Lepidoptera,Tortricidae,Cydia,,,
Cydia pomonella,Lepidoptera,Tortricidae,Cydia,, ,
Cydia pomonella,Lepidoptera,Tortricidae,Cydia,, ,
Epichoristodes acerbella,Lepidoptera,Tortricidae,Epichoristodes,655.8,8.7,
Epiphyas postvittana,Lepidoptera,Tortricidae,Epiphyas,,,
Epiphyas postvittana,Lepidoptera,Tortricidae,Epiphyas,634.2,7,
Epiphyas postvittana,Lepidoptera,Tortricidae,Epiphyas,561.2,7.5,
Epiphyas postvittana,Lepidoptera,Tortricidae,Epiphyas,578,7.6,
Epiphyas postvittana,Lepidoptera,Tortricidae,Epiphyas,543.6,7.9,
Epiphyas postvittana,Lepidoptera,Tortricidae,Epiphyas,, ,
Epiphyas postvittana,Lepidoptera,Tortricidae,Epiphyas,609,7.5,31.5
Epiphyas postvittana,Lepidoptera,Tortricidae,Epiphyas,, ,
Epiphyas postvittana,Lepidoptera,Tortricidae,Epiphyas,,7,
Epiphyas postvittana,Lepidoptera,Tortricidae,Epiphyas,, ,
Grapholita prunivora,Lepidoptera,Tortricidae,Grapholita,, ,
Grapholitha funebrana,Lepidoptera,Tortricidae,Grapholitha,, ,
Grapholitha funebrana,Lepidoptera,Tortricidae,Grapholitha,,10,
Grapholitha funebrana,Lepidoptera,Tortricidae,Grapholitha,,,
Grapholitha funebrana,Lepidoptera,Tortricidae,Grapholitha,410,10,
Grapholitha funebrana,Lepidoptera,Tortricidae,Grapholitha,,7.5,
Grapholitha molesta,Lepidoptera,Tortricidae,Grapholitha,,7.2,32.2
Grapholitha molesta,Lepidoptera,Tortricidae,Grapholitha,507.2,7.2,32.2
Grapholitha molesta,Lepidoptera,Tortricidae,Grapholitha,972.8,2.5,
Grapholitha molesta,Lepidoptera,Tortricidae,Grapholitha,948.2,2.5,
Grapholitha molesta,Lepidoptera,Tortricidae,Grapholitha,974.1,3.4,
Grapholitha molesta,Lepidoptera,Tortricidae,Grapholitha,791.4,5.5,
Grapholitha molesta,Lepidoptera,Tortricidae,Grapholitha,764.8,6.2,
Grapholitha molesta,Lepidoptera,Tortricidae,Grapholitha,808.4,6.3,
Grapholitha molesta,Lepidoptera,Tortricidae,Grapholitha,,7.2,32.2
Grapholitha molesta,Lepidoptera,Tortricidae,Grapholitha,, ,
Grapholitha molesta,Lepidoptera,Tortricidae,Grapholitha,,,
Grapholitha molesta,Lepidoptera,Tortricidae,Grapholitha,, ,
Homona magnanima,Lepidoptera,Tortricidae,Homona,470.52,9.9,
Choristoneura fumiferana,Lepidoptera,Tortricidae,Choristoneura,,,
Choristoneura fumiferana,Lepidoptera,Tortricidae,Choristoneura,,8,
Choristoneura fumiferana,Lepidoptera,Tortricidae,Choristoneura,, ,
Choristoneura occidentalis,Lepidoptera,Tortricidae,Choristoneura,670.3,6.7,
Choristoneura occidentalis,Lepidoptera,Tortricidae,Choristoneura,686.8,6.9,
Choristoneura pinus pinus,Lepidoptera,Tortricidae,Choristoneura,,,
Choristoneura pinus pinus,Lepidoptera,Tortricidae,Choristoneura,,,
Choristoneura rosaceana,Lepidoptera,Tortricidae,Choristoneura,,6.1,29.4
Choristoneura rosaceana,Lepidoptera,Tortricidae,Choristoneura,630.1,10.5,
Choristoneura rosaceana,Lepidoptera,Tortricidae,Choristoneura,, ,
Lobesia botrana,Lepidoptera,Tortricidae,Lobesia,,10,
Lobesia botrana,Lepidoptera,Tortricidae,Lobesia,,,
Lobesia botrana,Lepidoptera,Tortricidae,Lobesia,, ,
Lobesia botrana,Lepidoptera,Tortricidae,Lobesia,533.4,10.35,
Lobesia botrana,Lepidoptera,Tortricidae,Lobesia,, ,
Lobesia botrana,Lepidoptera,Tortricidae,Lobesia,384,12,
Lobesia botrana,Lepidoptera,Tortricidae,Lobesia,, ,
Lobesia botrana,Lepidoptera,Tortricidae,Lobesia,, ,
Lobesia botrana,Lepidoptera,Tortricidae,Lobesia,,6.45,
Lobesia botrana,Lepidoptera,Tortricidae,Lobesia,,10,
Lobesia botrana,Lepidoptera,Tortricidae,Lobesia,402.5,10,
Lobesia botrana,Lepidoptera,Tortricidae,Lobesia,,10,
Lobesia botrana,Lepidoptera,Tortricidae,Lobesia,430,10,34
Pandemis cerasana,Lepidoptera,Tortricidae,Pandemis,967.4,5.8,
Pandemis heparana,Lepidoptera,Tortricidae,Pandemis,,,
Pandemis pyrusana,Lepidoptera,Tortricidae,Pandemis,,5,29.4
Platynota flavedana,Lepidoptera,Tortricidae,Platynota,609.8,9,
Platynota idaeusalis,Lepidoptera,Tortricidae,Platynota,,,
Platynota idaeusalis,Lepidoptera,Tortricidae,Platynota,655.9,8.1,
Platynota idaeusalis,Lepidoptera,Tortricidae,Platynota,, ,
Platynota idaeusalis,Lepidoptera,Tortricidae,Platynota,, ,
Platynota idaeusalis,Lepidoptera,Tortricidae,Platynota,, ,
Platynota idaeusalis,Lepidoptera,Tortricidae,Platynota,, ,
Platynota idaeusalis,Lepidoptera,Tortricidae,Platynota,, ,
Platynota idaeusalis,Lepidoptera,Tortricidae,Platynota,, ,
Platynota idaeusalis,Lepidoptera,Tortricidae,Platynota,, ,
Platynota idaeusalis,Lepidoptera,Tortricidae,Platynota,, ,
Platynota idaeusalis,Lepidoptera,Tortricidae,Platynota,, ,
Platynota idaeusalis,Lepidoptera,Tortricidae,Platynota,, ,
Platynota idaeusalis,Lepidoptera,Tortricidae,Platynota,, ,
Platynota idaeusalis,Lepidoptera,Tortricidae,Platynota,, ,
Platynota idaeusalis,Lepidoptera,Tortricidae,Platynota,,,
Platynota idaeusalis,Lepidoptera,Tortricidae,Platynota,,,
